	sentence1	sentence2	label	heuristics	example1	example2	split
675	Did the girl spread the rumor better than the stranger?	 The girl spread the rumor better than the stranger.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
676	Did the kid hit the ball with the bat earlier than the singer?	 The kid hit the ball with the bat earlier than the singer.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
677	Did the stranger let the blinds down more seriously than the dancer?	 The stranger let the blinds down more seriously than the dancer.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	test
678	Did the teacher burst into the room more seriously than the child?	 The teacher burst into the room more seriously than the child.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
679	Did the student let the blinds down better than the manager?	 The student let the blinds down better than the manager.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
680	Did the man shut the door better than the manager?	 The man shut the door better than the manager.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
681	Did the woman burst into the room more seriously than the director?	 The woman burst into the room more seriously than the director.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
682	Did the girl set the dish on the table worse than the man?	 The girl set the dish on the table worse than the man.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
683	Did the director upset the boat more seriously than the kid?	 The director upset the boat more seriously than the kid.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
684	Did the man shut the door better than the stranger?	 The man shut the door better than the stranger.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
685	Did the athlete bet $100 on the race worse than the man?	 The athlete bet $100 on the race worse than the man.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
686	Did the director set the dish on the table more seriously than the man?	 The director set the dish on the table more seriously than the man.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
687	Did the student shed tears more seriously than the teacher?	 The student shed tears more seriously than the teacher.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
688	Did the manager shed tears worse than the stranger?	 The manager shed tears worse than the stranger.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
689	Did the stranger shed tears more seriously than the woman?	 The stranger shed tears more seriously than the woman.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
690	Did the man read the letter better than the child?	 The man read the letter better than the child.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
691	Did the boy set the dish on the table more seriously than the athlete?	 The boy set the dish on the table more seriously than the athlete.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	test
692	Did the student burst into the room better than the man?	 The student burst into the room better than the man.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
693	Did the boy hurt others worse than the teacher?	 The boy hurt others worse than the teacher.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
694	Did the doctor put the book on the shelf better than the student?	 The doctor put the book on the shelf better than the student.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
695	Did the director spread the rumor earlier than the manager?	 The director spread the rumor earlier than the manager.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
696	Did the worker hit the ball with the bat more seriously than the woman?	 The worker hit the ball with the bat more seriously than the woman.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
697	Did the kid cast bronze into a statue better than the manager?	 The kid cast bronze into a statue better than the manager.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
698	Did the girl slit the envelope better than the director?	 The girl slit the envelope better than the director.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
699	Did the woman shed tears worse than the stranger?	 The woman shed tears worse than the stranger.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
800	Did the professor cease casting bronze into a statue?	 The professor ceased casting bronze into a statue.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
801	Did the singer finish spreading the rumor?	 The singer finished spreading the rumor.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	test
802	Did the boy quit reading the letter?	 The boy quit reading the letter.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
803	Did the girl stop reading the letter?	 The girl stopped reading the letter.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
804	Did the assistant finish casting bronze into a statue?	 The assistant finished casting bronze into a statue.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
805	Did the man continue shutting the door?	 The man continued shutting the door.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	test
806	Did the director cease hitting the ball with the bat?	 The director ceased hitting the ball with the bat.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
807	Did the worker quit thrusting the fork into the cake?	 The worker quit thrusting the fork into the cake.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
808	Did the athlete quit hurting others?	 The athlete quit hurting others.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
809	Did the athlete finish setting the dish on the table?	 The athlete finished setting the dish on the table.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
810	Did the man stop betting $100 on the race?	 The man stopped betting $100 on the race.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	test
811	Did the singer continue splitting the log?	 The singer continued splitting the log.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
812	Did the student keep putting the book on the shelf?	 The student kept putting the book on the shelf.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
813	Did the student quit letting the blinds down?	 The student quit letting the blinds down.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
814	Did the woman stop letting the blinds down?	 The woman stopped letting the blinds down.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
815	Did the manager continue setting the dish on the table?	 The manager continued setting the dish on the table.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
816	Did the boy continue reading the letter?	 The boy continued reading the letter.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
817	Did the kid cease upsetting the boat?	 The kid ceased upsetting the boat.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
818	Did the student keep spreading the rumor?	 The student kept spreading the rumor.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
819	Did the child quit reading the letter?	 The child quit reading the letter.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
820	Did the assistant finish shedding tears?	 The assistant finished shedding tears.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
821	Did the athlete quit shedding tears?	 The athlete quit shedding tears.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
822	Did the athlete keep shedding tears?	 The athlete kept shedding tears.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
823	Did the professor finish setting the dish on the table?	 The professor finished setting the dish on the table.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
824	Did the teacher give up bursting into the room?	 The teacher gave up bursting into the room.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
825	Did the girl cease upsetting the boat?	 The girl ceased upsetting the boat.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
826	Did the athlete quit casting bronze into a statue?	 The athlete quit casting bronze into a statue.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
827	Did the stranger quit hurting others?	 The stranger quit hurting others.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
828	Did the woman give up hurting others?	 The woman gave up hurting others.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	test
829	Did the girl finish hurting others?	 The girl finished hurting others.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
830	Did the singer stop spreading the rumor?	 The singer stopped spreading the rumor.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
831	Did the boy give up letting the blinds down?	 The boy gave up letting the blinds down.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
832	Did the woman give up hurting others?	 The woman gave up hurting others.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
833	Did the girl stop reading the letter?	 The girl stopped reading the letter.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
834	Did the teacher cease hurting others?	 The teacher ceased hurting others.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
835	Did the stranger finish bursting into the room?	 The stranger finished bursting into the room.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
836	Did the director quit reading the letter?	 The director quit reading the letter.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
837	Did the girl give up hurting others?	 The girl gave up hurting others.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
838	Did the manager finish shedding tears?	 The manager finished shedding tears.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
839	Did the doctor stop hitting the ball with the bat?	 The doctor stopped hitting the ball with the bat.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
840	Did the kid keep bursting into the room?	 The kid kept bursting into the room.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
841	Did the director cease hitting the ball with the bat?	 The director ceased hitting the ball with the bat.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
842	Did the doctor cease spreading the rumor?	 The doctor ceased spreading the rumor.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
843	Did the kid continue shedding tears?	 The kid continued shedding tears.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	test
844	Did the singer quit putting the book on the shelf?	 The singer quit putting the book on the shelf.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
845	Did the worker continue betting $100 on the race?	 The worker continued betting $100 on the race.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
846	Did the doctor give up casting bronze into a statue?	 The doctor gave up casting bronze into a statue.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
847	Did the assistant finish slitting the envelope?	 The assistant finished slitting the envelope.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
848	Did the man keep bursting into the room?	 The man kept bursting into the room.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
849	Did the stranger cease casting bronze into a statue?	 The stranger ceased casting bronze into a statue.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
850	Did the dancer cease slitting the envelope?	 The dancer ceased slitting the envelope.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
851	Did the man quit casting bronze into a statue?	 The man quit casting bronze into a statue.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
852	Did the manager cease reading the letter?	 The manager ceased reading the letter.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
853	Did the athlete cease slitting the envelope?	 The athlete ceased slitting the envelope.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
854	Did the kid stop thrusting the fork into the cake?	 The kid stopped thrusting the fork into the cake.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
855	Did the man continue casting bronze into a statue?	 The man continued casting bronze into a statue.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
856	Did the teacher keep slitting the envelope?	 The teacher kept slitting the envelope.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
857	Did the director finish casting bronze into a statue?	 The director finished casting bronze into a statue.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
858	Did the manager stop hitting the ball with the bat?	 The manager stopped hitting the ball with the bat.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
859	Did the teacher cease setting the dish on the table?	 The teacher ceased setting the dish on the table.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
860	Did the kid cease casting bronze into a statue?	 The kid ceased casting bronze into a statue.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
861	Did the boy continue hurting others?	 The boy continued hurting others.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
862	Did the teacher give up hurting others?	 The teacher gave up hurting others.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
863	Did the worker keep hitting the ball with the bat?	 The worker kept hitting the ball with the bat.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
864	Did the professor finish shedding tears?	 The professor finished shedding tears.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
865	Did the kid give up shutting the door?	 The kid gave up shutting the door.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
866	Did the dancer keep slitting the envelope?	 The dancer kept slitting the envelope.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
867	Did the doctor finish hurting others?	 The doctor finished hurting others.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
868	Did the girl cease casting bronze into a statue?	 The girl ceased casting bronze into a statue.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
869	Did the worker continue letting the blinds down?	 The worker continued letting the blinds down.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
870	Did the woman cease shedding tears?	 The woman ceased shedding tears.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
871	Did the singer finish hurting others?	 The singer finished hurting others.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
872	Did the man give up putting the book on the shelf?	 The man gave up putting the book on the shelf.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
873	Did the dancer give up reading the letter?	 The dancer gave up reading the letter.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
874	Did the assistant quit shedding tears?	 The assistant quit shedding tears.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
875	Did the man finish splitting the log?	 The man finished splitting the log.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
876	Did the singer finish reading the letter?	 The singer finished reading the letter.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
877	Did the stranger stop shedding tears?	 The stranger stopped shedding tears.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
878	Did the manager finish splitting the log?	 The manager finished splitting the log.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
879	Did the student keep upsetting the boat?	 The student kept upsetting the boat.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
880	Did the kid quit thrusting the fork into the cake?	 The kid quit thrusting the fork into the cake.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
881	Did the dancer keep splitting the log?	 The dancer kept splitting the log.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
882	Did the student keep shutting the door?	 The student kept shutting the door.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
883	Did the worker continue bursting into the room?	 The worker continued bursting into the room.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
884	Did the teacher stop bursting into the room?	 The teacher stopped bursting into the room.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
885	Did the professor cease bursting into the room?	 The professor ceased bursting into the room.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
886	Did the stranger finish putting the book on the shelf?	 The stranger finished putting the book on the shelf.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
887	Did the kid cease putting the book on the shelf?	 The kid ceased putting the book on the shelf.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
888	Did the child stop shedding tears?	 The child stopped shedding tears.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
889	Did the athlete continue thrusting the fork into the cake?	 The athlete continued thrusting the fork into the cake.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
890	Did the teacher stop thrusting the fork into the cake?	 The teacher stopped thrusting the fork into the cake.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
891	Did the singer continue letting the blinds down?	 The singer continued letting the blinds down.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
892	Did the director keep slitting the envelope?	 The director kept slitting the envelope.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
893	Did the child stop letting the blinds down?	 The child stopped letting the blinds down.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
894	Did the stranger cease reading the letter?	 The stranger ceased reading the letter.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
895	Did the professor quit putting the book on the shelf?	 The professor quit putting the book on the shelf.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
896	Did the girl stop letting the blinds down?	 The girl stopped letting the blinds down.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
897	Did the man finish bursting into the room?	 The man finished bursting into the room.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
898	Did the kid give up hurting others?	 The kid gave up hurting others.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
899	Did the teacher quit betting $100 on the race?	 The teacher quit betting $100 on the race.	entailment	 -	 The doctor cut the tree.	 The doctor cut the tree.	train
1000	Did the child remember splitting the log?	 The child remembered splitting the log.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1001	Did the boy forget casting bronze into a statue?	 The boy forgot casting bronze into a statue.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1002	Did the doctor forget setting the dish on the table?	 The doctor forgot setting the dish on the table.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1003	Did the student regret reading the letter?	 The student regretted reading the letter.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1004	Did the boy remember spreading the rumor?	 The boy remembered spreading the rumor.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1005	Did the manager remember splitting the log?	 The manager remembered splitting the log.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1006	Did the stranger forget hitting the ball with the bat?	 The stranger forgot hitting the ball with the bat.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	test
1007	Did the professor remember shedding tears?	 The professor remembered shedding tears.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1008	Did the girl remember casting bronze into a statue?	 The girl remembered casting bronze into a statue.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1009	Did the singer regret shutting the door?	 The singer regretted shutting the door.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1010	Did the girl regret spreading the rumor?	 The girl regretted spreading the rumor.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1011	Did the teacher forget hitting the ball with the bat?	 The teacher forgot hitting the ball with the bat.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1012	Did the teacher regret bursting into the room?	 The teacher regretted bursting into the room.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1013	Did the dancer regret putting the book on the shelf?	 The dancer regretted putting the book on the shelf.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1014	Did the student regret betting $100 on the race?	 The student regretted betting $100 on the race.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1015	Did the director forget betting $100 on the race?	 The director forgot betting $100 on the race.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1016	Did the kid forget upsetting the boat?	 The kid forgot upsetting the boat.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1017	Did the boy regret splitting the log?	 The boy regretted splitting the log.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1018	Did the singer remember putting the book on the shelf?	 The singer remembered putting the book on the shelf.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1019	Did the director remember letting the blinds down?	 The director remembered letting the blinds down.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1020	Did the worker regret spreading the rumor?	 The worker regretted spreading the rumor.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	test
1021	Did the child remember putting the book on the shelf?	 The child remembered putting the book on the shelf.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1022	Did the singer regret casting bronze into a statue?	 The singer regretted casting bronze into a statue.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1023	Did the worker remember letting the blinds down?	 The worker remembered letting the blinds down.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1024	Did the worker forget putting the book on the shelf?	 The worker forgot putting the book on the shelf.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1025	Did the singer forget betting $100 on the race?	 The singer forgot betting $100 on the race.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1026	Did the worker forget slitting the envelope?	 The worker forgot slitting the envelope.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1027	Did the assistant regret hitting the ball with the bat?	 The assistant regretted hitting the ball with the bat.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1028	Did the director remember betting $100 on the race?	 The director remembered betting $100 on the race.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1029	Did the stranger regret reading the letter?	 The stranger regretted reading the letter.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1030	Did the doctor remember slitting the envelope?	 The doctor remembered slitting the envelope.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1031	Did the professor forget setting the dish on the table?	 The professor forgot setting the dish on the table.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1032	Did the student remember casting bronze into a statue?	 The student remembered casting bronze into a statue.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1033	Did the student forget shutting the door?	 The student forgot shutting the door.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1034	Did the teacher remember casting bronze into a statue?	 The teacher remembered casting bronze into a statue.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1035	Did the boy remember slitting the envelope?	 The boy remembered slitting the envelope.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	test
1036	Did the teacher remember betting $100 on the race?	 The teacher remembered betting $100 on the race.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	test
1037	Did the boy regret letting the blinds down?	 The boy regretted letting the blinds down.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1038	Did the manager remember reading the letter?	 The manager remembered reading the letter.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1039	Did the singer regret upsetting the boat?	 The singer regretted upsetting the boat.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1040	Did the woman remember casting bronze into a statue?	 The woman remembered casting bronze into a statue.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1041	Did the student regret betting $100 on the race?	 The student regretted betting $100 on the race.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1042	Did the man remember reading the letter?	 The man remembered reading the letter.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1043	Did the manager regret letting the blinds down?	 The manager regretted letting the blinds down.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1044	Did the athlete remember splitting the log?	 The athlete remembered splitting the log.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1045	Did the child regret upsetting the boat?	 The child regretted upsetting the boat.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1046	Did the student forget putting the book on the shelf?	 The student forgot putting the book on the shelf.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1047	Did the boy remember betting $100 on the race?	 The boy remembered betting $100 on the race.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1048	Did the athlete forget putting the book on the shelf?	 The athlete forgot putting the book on the shelf.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1049	Did the professor forget putting the book on the shelf?	 The professor forgot putting the book on the shelf.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1050	Did the assistant regret slitting the envelope?	 The assistant regretted slitting the envelope.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1051	Did the assistant remember setting the dish on the table?	 The assistant remembered setting the dish on the table.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1052	Did the doctor remember bursting into the room?	 The doctor remembered bursting into the room.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1053	Did the professor regret splitting the log?	 The professor regretted splitting the log.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1054	Did the singer forget bursting into the room?	 The singer forgot bursting into the room.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1055	Did the dancer remember betting $100 on the race?	 The dancer remembered betting $100 on the race.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1056	Did the kid remember setting the dish on the table?	 The kid remembered setting the dish on the table.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1057	Did the assistant regret letting the blinds down?	 The assistant regretted letting the blinds down.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1058	Did the kid forget bursting into the room?	 The kid forgot bursting into the room.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1059	Did the manager forget spreading the rumor?	 The manager forgot spreading the rumor.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1060	Did the dancer forget setting the dish on the table?	 The dancer forgot setting the dish on the table.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1061	Did the worker remember bursting into the room?	 The worker remembered bursting into the room.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1062	Did the manager remember splitting the log?	 The manager remembered splitting the log.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1063	Did the child remember letting the blinds down?	 The child remembered letting the blinds down.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1064	Did the athlete forget casting bronze into a statue?	 The athlete forgot casting bronze into a statue.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1065	Did the student remember upsetting the boat?	 The student remembered upsetting the boat.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1066	Did the professor remember reading the letter?	 The professor remembered reading the letter.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1067	Did the woman forget shutting the door?	 The woman forgot shutting the door.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1068	Did the singer forget casting bronze into a statue?	 The singer forgot casting bronze into a statue.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
